,path_id,event_template,cluster_id,corr,participant_id,apply_to_event
0,sameEv-sameSchema,2,1,0.07496957179422811,sub-135,2
1,sameEv-sameSchema,2,1,0.032634467233085496,sub-135,3
2,sameEv-sameSchema,2,1,0.00910261901728313,sub-135,4
3,sameEv-sameSchema,2,1,0.04313532443612139,sub-129,2
4,sameEv-sameSchema,2,1,0.019856749528356723,sub-129,3
5,sameEv-sameSchema,2,1,0.018179831326055457,sub-129,4
6,sameEv-sameSchema,2,1,0.12666059077944436,sub-137,2
7,sameEv-sameSchema,2,1,0.03570751103108818,sub-137,3
8,sameEv-sameSchema,2,1,0.04519475123610728,sub-137,4
9,sameEv-sameSchema,2,1,0.06156096045349346,sub-128,2
10,sameEv-sameSchema,2,1,0.015076598725445558,sub-128,3
11,sameEv-sameSchema,2,1,-0.009305622613842582,sub-128,4
12,sameEv-sameSchema,2,1,0.0663603606679168,sub-113,2
13,sameEv-sameSchema,2,1,0.03386543665003626,sub-113,3
14,sameEv-sameSchema,2,1,0.01040744335809994,sub-113,4
15,sameEv-sameSchema,2,1,0.04815330215326206,sub-105,2
16,sameEv-sameSchema,2,1,0.020755195061380585,sub-105,3
17,sameEv-sameSchema,2,1,0.017280873076544752,sub-105,4
18,sameEv-sameSchema,2,1,0.0746687279977699,sub-112,2
19,sameEv-sameSchema,2,1,0.010144830532532133,sub-112,3
20,sameEv-sameSchema,2,1,-0.009562496367676192,sub-112,4
21,sameEv-sameSchema,2,1,0.06152311519475762,sub-124,2
22,sameEv-sameSchema,2,1,0.013861225948427619,sub-124,3
23,sameEv-sameSchema,2,1,-0.02376954609363123,sub-124,4
24,sameEv-sameSchema,2,1,0.06302555611640658,sub-134,2
25,sameEv-sameSchema,2,1,0.02590968198724987,sub-134,3
26,sameEv-sameSchema,2,1,0.0061583858064430995,sub-134,4
27,sameEv-sameSchema,2,1,0.08853745875915296,sub-103,2
28,sameEv-sameSchema,2,1,0.02444414966739113,sub-103,3
29,sameEv-sameSchema,2,1,0.013977342960668097,sub-103,4
30,sameEv-sameSchema,2,1,0.015886374406331297,sub-132,2
31,sameEv-sameSchema,2,1,-0.03101861398344101,sub-132,3
32,sameEv-sameSchema,2,1,-0.0438964622841838,sub-132,4
33,sameEv-sameSchema,2,1,-0.06668683698658799,sub-119,2
34,sameEv-sameSchema,2,1,-0.05968861065287898,sub-119,3
35,sameEv-sameSchema,2,1,-0.012707314885598644,sub-119,4
36,sameEv-sameSchema,2,1,0.07527524581942402,sub-126,2
37,sameEv-sameSchema,2,1,-0.018475464769811427,sub-126,3
38,sameEv-sameSchema,2,1,-0.0329454290836264,sub-126,4
39,sameEv-sameSchema,2,1,-0.03435099160917963,sub-118,2
40,sameEv-sameSchema,2,1,-0.0010565480182041832,sub-118,3
41,sameEv-sameSchema,2,1,0.002414314876657586,sub-118,4
42,sameEv-sameSchema,2,1,0.052467712450813726,sub-130,2
43,sameEv-sameSchema,2,1,0.011127192526577427,sub-130,3
44,sameEv-sameSchema,2,1,0.0006884217720376984,sub-130,4
45,sameEv-sameSchema,2,1,0.06633266559535994,sub-110,2
46,sameEv-sameSchema,2,1,0.0033524826654327267,sub-110,3
47,sameEv-sameSchema,2,1,-0.010136490158078701,sub-110,4
48,sameEv-sameSchema,2,1,0.05391257853007422,sub-136,2
49,sameEv-sameSchema,2,1,0.02561682459697278,sub-136,3
50,sameEv-sameSchema,2,1,-0.01410546865619416,sub-136,4
51,sameEv-sameSchema,2,1,0.01312128486929352,sub-142,2
52,sameEv-sameSchema,2,1,-0.004468876013697774,sub-142,3
53,sameEv-sameSchema,2,1,0.045484751783750665,sub-142,4
54,sameEv-sameSchema,2,1,0.05089841035282421,sub-122,2
55,sameEv-sameSchema,2,1,0.056119944643384406,sub-122,3
56,sameEv-sameSchema,2,1,0.02992863042389781,sub-122,4
57,sameEv-sameSchema,2,1,0.06120142846343928,sub-139,2
58,sameEv-sameSchema,2,1,0.004496467704729015,sub-139,3
59,sameEv-sameSchema,2,1,-0.04650997380256254,sub-139,4
60,sameEv-sameSchema,2,1,0.05415744107202233,sub-111,2
61,sameEv-sameSchema,2,1,0.006384845832998054,sub-111,3
62,sameEv-sameSchema,2,1,-0.014273489120910584,sub-111,4
63,sameEv-sameSchema,2,1,0.05799072848058912,sub-133,2
64,sameEv-sameSchema,2,1,-0.017278246626968405,sub-133,3
65,sameEv-sameSchema,2,1,-0.02954898412283286,sub-133,4
66,sameEv-sameSchema,2,1,0.03540682840312671,sub-127,2
67,sameEv-sameSchema,2,1,0.004827418513004885,sub-127,3
68,sameEv-sameSchema,2,1,-0.010052243993812727,sub-127,4
69,sameEv-sameSchema,2,1,0.09641937399260168,sub-114,2
70,sameEv-sameSchema,2,1,0.038866921711685404,sub-114,3
71,sameEv-sameSchema,2,1,-0.0168726906802395,sub-114,4
72,sameEv-sameSchema,2,1,0.03125927538034236,sub-102,2
73,sameEv-sameSchema,2,1,0.00263201046129612,sub-102,3
74,sameEv-sameSchema,2,1,0.015164614378271823,sub-102,4
75,sameEv-sameSchema,2,1,0.059079925756316175,sub-115,2
76,sameEv-sameSchema,2,1,0.007979060211636068,sub-115,3
77,sameEv-sameSchema,2,1,-0.004453676135296845,sub-115,4
78,sameEv-sameSchema,2,1,0.05609019502175452,sub-106,2
79,sameEv-sameSchema,2,1,-0.012759775421796581,sub-106,3
80,sameEv-sameSchema,2,1,-0.002443993756873301,sub-106,4
