,sameOther,otherOther,otherSame,sameSame
0,-0.004610358011817899,0.04997972951622608,0.05562838499699836,0.053621670300502335
1,0.0729495370809239,0.012933153221474392,0.08937166240085963,0.03070374759060888
2,0.05071306916927354,0.02707095459285245,0.05597031314184591,-0.019698265238411332
3,-0.037308718045944406,-0.01615696590514103,-0.026274875975605964,-0.004672512402439432
4,0.057915679211299864,0.03877228489272295,0.05293326381647548,0.03875349954182082
5,0.03505747780200344,-0.00807534679432494,-0.0010655512370841222,0.001103137738174265
6,0.04436197743861983,0.00465988877302746,0.02493539672006824,-0.08883507125477941
7,-0.0374508642209372,0.00031151451954373566,-0.023544854172591462,0.0261199955762
8,0.0521431573292888,0.026229532025152547,0.07208686447372564,0.00845784750529273
9,0.03652068126520692,-0.06036346257149165,0.023025152463108656,0.013161768888046236
10,0.05472092141435217,0.0401414668057002,0.06984237052485241,0.03415949379088072
11,0.01774872815748735,-0.008470012955414401,-0.04770908774923376,-0.005236404714506879
12,0.0704871867791574,0.015178784718930732,0.056693936234082073,0.006444133725155587
13,0.0358438240591526,-0.004800597213006111,0.02839351281322087,0.0645298922488703
14,0.0272079975985086,-0.01730209814516379,0.005967658861819444,0.017190823774765388
15,-0.0127843555471293,0.03334791607419338,-0.004548851391917122,0.010228141687995709
16,0.036560843049894216,-0.01878784718930704,0.024417717319177204,0.016159872973741603
17,0.032805336998767816,0.015205280121338578,0.04630677473378195,0.026271858312004317
18,-0.004267797895535146,0.02457379846430931,0.04466586090308725,0.00013201883274881356
19,0.07115243151009581,-0.0056075299396467606,0.03979247638006755,0.03427089455556611
20,-0.0021461591936044657,-0.006187837709735472,-0.04591255095269695,-0.02482228963250872
21,0.000187363731159352,0.02545555660884137,-0.03068930704332173,0.004185088633993698
22,0.04020291022845749,0.012551647865516541,0.05496126015104125,0.006169368344550692
23,0.01619507378266494,-0.00015162574651617804,0.041196290327676965,0.02074529971245296
24,0.05642052959206239,0.013213953929282408,-0.03487839289664114,0.031316886276740216
25,0.0919889247006037,-0.02388673491958175,0.10572637216797802,-0.004089708345182804
26,0.04490378234903796,0.0042396277688249015,0.04880235093373765,0.00152039687806112
27,-0.014420118810629743,0.0020268587859829084,0.02987535943375355,-0.032867443991531575
28,0.03061356526684974,0.06316838878882676,0.06141721174202928,0.041749913103927436
29,0.03513846494138456,-0.035028501911713486,0.0490442064018707,-0.019587796631592252
30,0.052230859165165816,0.037085758523714735,0.0687500394982145,0.006055708281985592
31,0.047077400701487984,0.04355319619553193,0.04568671596043854,-0.02116949473883788
32,0.028805100009479417,-0.04263682181565403,-0.009693272664075577,-0.036808165070938786
33,-0.01891103422125331,0.011102758555313265,0.0380375707018042,0.013360192119316128
34,0.032064002907068505,0.02154248427971052,0.02845966442316815,8.714886087149242e-05
35,-0.012951970170948278,-0.0017221221600782935,0.02149478623566213,-0.047345625177741935
36,0.035924921793535035,-0.02666622428666227,-0.02258593231585944,0.03681342623313438
37,0.0267091509463772,0.04324142888741445,0.04664167219641662,0.017798116725124054
38,0.06921967327076826,-0.015710936265680816,0.036119963977628254,0.02195266533952657
39,0.020381931936676447,0.016832495971182106,0.06498100925838161,0.007175719657471519
