,path_id,event_template,cluster_id,corr,participant_id,apply_to_event
0,sameEv-sameSchema,2,2,0.029309068843258547,sub-135,2
1,sameEv-sameSchema,2,2,0.003963974711260285,sub-135,3
2,sameEv-sameSchema,2,2,0.009815686925195315,sub-135,4
3,sameEv-sameSchema,2,2,-0.008944970200323312,sub-129,2
4,sameEv-sameSchema,2,2,-0.01569685684529174,sub-129,3
5,sameEv-sameSchema,2,2,0.008087722637844096,sub-129,4
6,sameEv-sameSchema,2,2,0.07582731419074246,sub-137,2
7,sameEv-sameSchema,2,2,0.025082575952748896,sub-137,3
8,sameEv-sameSchema,2,2,0.0394516815041701,sub-137,4
9,sameEv-sameSchema,2,2,0.01867743643671728,sub-128,2
10,sameEv-sameSchema,2,2,-0.00738473824299349,sub-128,3
11,sameEv-sameSchema,2,2,-0.010423181186509601,sub-128,4
12,sameEv-sameSchema,2,2,0.06088706756116702,sub-113,2
13,sameEv-sameSchema,2,2,-0.012503642583156834,sub-113,3
14,sameEv-sameSchema,2,2,-0.0010668796874106611,sub-113,4
15,sameEv-sameSchema,2,2,-0.0063150610849432125,sub-105,2
16,sameEv-sameSchema,2,2,-0.017536158092294574,sub-105,3
17,sameEv-sameSchema,2,2,-0.004600046928661384,sub-105,4
18,sameEv-sameSchema,2,2,0.04169268709091939,sub-112,2
19,sameEv-sameSchema,2,2,-0.0033865871512452723,sub-112,3
20,sameEv-sameSchema,2,2,-0.007603215131878675,sub-112,4
21,sameEv-sameSchema,2,2,0.05656939764436309,sub-124,2
22,sameEv-sameSchema,2,2,0.016142011879263424,sub-124,3
23,sameEv-sameSchema,2,2,-0.012197838814147571,sub-124,4
24,sameEv-sameSchema,2,2,0.056254895412310484,sub-134,2
25,sameEv-sameSchema,2,2,0.008372748638731265,sub-134,3
26,sameEv-sameSchema,2,2,0.003460202997805017,sub-134,4
27,sameEv-sameSchema,2,2,0.03572168760027437,sub-103,2
28,sameEv-sameSchema,2,2,0.003915304797487228,sub-103,3
29,sameEv-sameSchema,2,2,-0.004650246357150199,sub-103,4
30,sameEv-sameSchema,2,2,-0.020331985336851408,sub-132,2
