,sameOther,otherOther,otherSame,sameSame
0,-0.015550475755995918,0.07503707203684401,0.0461648418491485,0.049384439085853264
1,0.058678647462634875,0.03230789450816821,0.03488370046923876,0.10188091979492557
2,0.04085610010427543,0.0373431851755299,0.026467598627042063,-0.0032563868613139147
3,0.003514946124435091,0.01026445733402848,0.004732294925269285,0.007325469238790419
4,0.064106643204727,0.030302930570038238,0.021055667796315646,0.06135295012165444
5,0.007837830205074718,-0.004284215328467111,-0.01882995524852274,-0.0015831269551616091
6,0.00785668665276334,0.01214426920403192,0.016532488269030237,-0.0539671424226626
7,-0.013163701338199468,0.00947905804657632,0.001251249131039384,-0.008616473322905834
8,0.03880941518943347,0.04048771506777901,0.030356100104275387,0.029814455161626764
9,0.06836858055265926,-0.04237561913451514,0.027636220455335373,0.028779045012165508
10,0.03504371958637479,0.028568865137295694,0.05717924487313152,0.07421876086200906
11,0.006915775981925614,-0.057496524157108125,-0.02872665754257912,0.04333145420576985
12,0.043452370090371804,0.05559270724713263,0.02693468673965925,0.0407975430135558
13,0.04341299530761221,-0.05298401112269726,-0.0315842240180743,0.0657464698470629
14,-0.003333148679179589,-0.029542470455335423,-0.006651438129996473,0.032837297966631894
15,-0.009030772071602366,0.031025732099409144,-0.036405782933611464,-7.455683003131661e-05
16,0.04566854579423009,0.006692148939867828,0.020799161452902337,0.034966805700382124
17,0.02306501998609666,0.03136114007646864,0.033390510948905106,0.04764183611400758
18,0.026367722453945128,0.01126264337851936,-0.0012960657803267198,0.02387163277719839
19,0.05778966805700408,0.02264142335766421,0.024213807785888157,0.055141977320125136
20,0.033788255995829075,-0.038311326903024,-0.06843098279457778,-0.07335061478971172
21,0.009363051790059036,0.01656083811261732,-0.016637751998609656,-0.012679114529023336
22,0.011652774157108144,0.03444112791101823,0.04206075121654495,0.027715154675008697
23,0.01780514641988194,0.0006752259297881005,0.016037343587069895,0.03901031890858549
24,0.017411262323443037,-0.0049409896672669715,-0.03733815606534585,0.005034367396593683
25,0.008820809436913466,0.08656270637817183,-0.0020212026416406227,0.1051971128779976
26,0.05436790710809869,0.01651913885992352,0.03786494177963153,0.05350951511991669
27,-0.06649527502606896,0.06946644725408405,-0.05269628736531101,0.012574622002085506
28,-0.0029765054744526954,0.07617553006604119,0.004144508168230878,0.08144335462287122
29,0.02921872827598193,0.015558524504692469,0.03994645029544683,0.031515109054570715
30,0.06491083376781392,0.049233761296489535,0.060750749478623516,0.04756529153632248
31,0.055760623044838385,-0.013580726451164545,0.016023755213764385,-0.004127715502259311
32,0.023809545533541882,-0.04892379214459519,-0.03957088547097677,0.019132125477928384
33,-0.000438998957247161,-0.005181352102885007,0.03482908628779978,0.020072623392422592
34,0.06314130387556466,-0.037609901807438326,-0.01931852841501553,0.048056667101146935
35,-0.03720873522766768,0.020847149808828708,0.041688781717066366,-0.04345800747306214
36,0.013663299443865129,0.010339068474104823,-0.059046598018769436,0.08197931873479318
37,0.0215710809871394,0.048648559697601616,0.026243265554396968,0.06294114963503653
38,0.025238942474800036,0.01485638251651022,-0.014229601147028176,0.049002378779979164
39,0.026752997914494172,0.0270415363225583,0.02622861270420585,0.029404957420924614
